profile-config,,
last-modified,name,profile-id,vendor,protocol,available-version,products-supported,device-type
2019-04-05 13:31:52,arris-mta,arris-mta,Arris,SNMP,7.0.4,*,D,*,MTA
2019-04-05 13:31:51,arris-vipr,arris-vipr,ARRIS,SNMP,7.0.4,ARRIS-VIPR,C1,.*,VIDEO_PROCESSOR
2019-04-05 13:31:50,asc-multistream,asc-multistream,ASC,SNMP,7.0.4,MultiStream,B,.*,SWITCH
2019-04-05 13:31:49,asentria-siteboss-420,asentria-siteboss-420,Asentria,SNMP,7.0.4,SiteBoss 420,C1,*,ESP
2019-04-05 13:31:48,asentria-siteboss-530,asentria-siteboss-530,Asentria,SNMP,7.0.4,SiteBoss 530,C1,*,ESP
2019-04-05 13:31:47,asentria-siteboss-550,asentria-siteboss-550,Asentria,SNMP,7.0.4,SiteBoss 550,C1,*,ESP
2019-04-05 13:31:46,asentria-siteboss-570,asentria-siteboss-570,Asentria,SNMP,7.0.4,SiteBoss 570,C1,*,ESP
2019-04-05 13:31:45,audiocodes-btx-4k,audiocodes-btx-4k,AudioCodes,SNMP,7.0.13,AudioCodes ORCA BTX-4K,C,*,GATEWAY
2019-04-05 13:31:44,audiocodes,audiocodes,AudioCodes Limited,SNMP,7.0.4,MediaPack,B,*,GATEWAY
2019-04-05 13:31:43,aurora-ge4132m-gpon,aurora-ge4132m-gpon,"Aurora Networks, Inc",SNMP,7.0.4,GE4132M,E,*,OLT
2019-04-05 13:31:42,aurora-onu-e888x-rtn,aurora-onu-e888x-rtn,"Aurora Networks, Inc",SNMP,7.0.4,E888X,E,*,ONU
2019-04-05 13:31:41,aviat-provision,aviat-provision,Aviat Networks,SNMP,7.0.4,ProVision,B,*,MANAGER
2019-04-05 13:31:40,barracuda-antispam-server,barracuda-antispam-server,Barracuda Networks,SNMP,7.0.7,Spam and Virus Firewall,D,*,FIREWALL
2019-04-05 13:31:39,batm-t-marc-300,batm-t-marc-300,BATM Advanced Communications Ltd.,SNMP,7.0.4,T-Marc,C1,300 Series,DEMARCATION_DEVICE
2019-04-05 13:31:38,benning-dsp-120,benning-dsp-120,Benning,SNMP,7.0.4,Benning TEBEVERT DSP-120,D,*,UNKNOWN
2019-04-05 13:31:37,broadsoft-servers,broadsoft-servers,SUN,SNMP,7.0.4,broadsoft-servers,B,*,UNKNOWN
2019-04-05 13:31:36,brocade-cer2024,brocade-cer2024,"Brocade Communications Systems, Inc",SNMP,7.0.4,"CER2024F,CES2024F,CES2024C,CES2048FX,CES2024F-4X",C1,*,ROUTER
2019-04-05 13:31:35,brocade-fastiron-sx800,brocade-fastiron-sx800,Foundry Networks,SNMP,7.0.4,Foundry Networks,C,*,SWITCH
2019-04-05 13:31:34,brocade-fcx624,brocade-fcx624,"Brocade Communications Systems, Inc",SNMP,7.0.4,"FCX624,FCX648,ICX6610",D,*,SWITCH
2019-04-05 13:31:33,brocade-icx7450,brocade-icx7450,"Brocade Communications Systems, Inc",SNMP,7.0.4,ICX7450,D,*,SWITCH
2019-04-05 13:31:32,bti-702,bti-702,BTI,SNMP,7.0.4,BTI-702,C1,*,UNKNOWN
2019-04-05 13:31:31,bti-704,bti-704,BTI,SNMP,7.0.4,BTI-704,C1,*,UNKNOWN
2019-04-05 13:31:20,bti-7060,bti-7060,BTI,SNMP,7.0.4,BTI 7060,C,*,UNKNOWN
2019-04-05 13:31:19,bti-7200,bti-7200,BTI,SNMP,7.0.4,BTI 7200,C,*,UNKNOWN
2019-04-05 13:31:18,bti-7800,bti-7800,BTI,SNMP,7.0.4,BTI 7800 Series Intelligent Cloud Connect Platform,B,*,UNKNOWN
2019-04-05 13:31:17,bti-810,bti-810,BTI,SNMP,7.0.4,BTI-810,C1,*,UNKNOWN
2019-04-05 13:31:16,bti-netstender,bti-netstender,BTI Systems,TL1,7.0.4,NetStender,C1,*,MUX
2019-04-05 13:31:15,cac-widebank-28,cac-widebank-28,Carrier Access Corporation,TL1,7.0.4,WideBank-28-DS3-Mux,C1,*,MUX
2019-04-05 13:31:14,calix-2000,calix-2000,Calix,SNMP,7.0.4,Calix-2000,E,2000,ONU
2019-04-05 13:31:13,calix-700ge-ont,calix-700ge-ont,Calix,SNMP,7.0.5,700ge-ont,E,*,ONU
2019-04-05 13:31:12,calix-c7cms,calix-c7cms,Calix,TL1,7.0.4,C7CMS,EMS,.*,OSTP
2019-04-05 13:31:11,calix-c7-ems,calix-c7-ems,Calix,TL1,7.0.4,C7CMS,EMS,.*,MANAGER
2019-04-05 13:31:10,calix-c7,calix-c7,Calix,TL1,7.0.12,C7,B,.*,OSTP
2019-04-05 13:31:09,calix-e3,calix-e3,Calix,SNMP,7.0.5,E3,C,*,ESP
2019-04-05 13:31:08,calix-e7-20,calix-e7-20,Calix,SNMP,7.0.10,E7-20,B,*,ESP
2019-04-05 13:31:07,carrier-access-mux,carrier-access-mux,Carrier Access,SNMP,7.0.5,Multiplexer,C1,.*,MUX
2019-04-05 13:31:06,casa-c100g,casa-c100g,CASA Systems,SNMP,7.0.5,c100g,B,*,CMTS
2019-04-05 13:31:05,casa-c10g,casa-c10g,CASA Systems,SNMP,7.0.4,c10g,B,*,CMTS
2019-04-05 13:31:04,ceragon-ip-10,ceragon-ip-10,CERAGON,SNMP,7.0.4,CERAGON IP-10,C1,*,SWITCH
2019-04-05 13:31:03,checkpoint-ngx,checkpoint-ngx,Check Point Software Technologies LTD.,SNMP,7.0.4,Checkpoint NGX R62 Firewall,C1,,FIREWALL
2019-04-05 13:31:02,ciena-3916,ciena-3916,Ciena,SNMP,7.0.5,"Ciena 3900,3916,3930",D,*,SWITCH
2019-04-05 13:31:01,ciena-3930,ciena-3930,Ciena,SNMP,7.0.5,"Ciena 3900,3916,3930,3931,3932",D,*,SWITCH
2019-04-05 13:30:59,ciena-5140,ciena-5140,Ciena,SNMP,7.0.4,5140,C1,*,SWITCH
2019-04-05 13:30:58,ciena-5142,ciena-5142,Ciena,SNMP,7.0.5,5142,C1,*,SWITCH
2019-04-05 13:30:57,ciena-5160,ciena-5160,Ciena,SNMP,7.0.4,5160,C1,*,SWITCH
2019-04-05 13:30:56,ciena-5400-snmp,ciena-5400-snmp,Ciena,SNMP,7.0.4,Ciena-5400,B,*,SWITCH
2019-04-05 13:30:55,ciena-5400,ciena-5400,Ciena,TL1,7.0.7,5400 Reconfigurable Switching System,B,.*,SWITCH
2019-04-05 13:30:54,ciena-8700,ciena-8700,ciena,SNMP,7.0.4,ciena-8700,B,8700,SWITCH
2019-04-05 13:30:53,ciena-cn-4200,ciena-cn-4200,Ciena,TL1,7.0.4,CN 4200,B,.*,MSPP
2019-04-05 13:30:52,ciena-coredirector,ciena-coredirector,Ciena,TL1,7.0.9,Core Director,B,.*,MSSP
2019-04-05 13:30:51,ciena-online-metro,ciena-online-metro,Ciena,TL1,7.0.7,Online Metro,B,.*,ADM
2019-04-05 13:30:50,ciena-z33,ciena-z33,Ciena,SNMP,7.0.4,ciena-z33,B,*,UNKNOWN
2019-04-05 13:30:49,cisco-10012,cisco-10012,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 10012,B,*,CMTS
2019-04-05 13:30:48,cisco-12004,cisco-12004,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 12004,B,*,ROUTER
2019-04-05 13:30:47,cisco-12006,cisco-12006,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 12006,B,*,ROUTER
2019-04-05 13:30:46,cisco-12008,cisco-12008,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 12008,B,*,ROUTER
2019-04-05 13:30:45,cisco-12010,cisco-12010,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 12010,B,*,ROUTER
2019-04-05 13:30:44,cisco-12012,cisco-12012,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 12012,B,*,ROUTER
2019-04-05 13:30:43,cisco-12014,cisco-12014,"Cisco Systems, Inc",SNMP,7.0.5,Cisco 12014,B,*,ROUTER
