profile-config,,
last-modified,name,profile-id,vendor,protocol,available-version,products-supported,plugin-class,versions-supported,device-type
2019-03-07 16:28:30,dell-isilon,dell-isilon,Dell,SNMP,7.0.9,dell-isilon,C,*,UNKNOWN
2019-03-07 16:28:30,cisco-3600,cisco-3600,"Cisco Systems, Inc",SNMP,7.0.2,Cisco 3600 Series Multifunction Platform,,*,ROUTER
2019-03-07 16:28:30,cisco-3508,cisco-3508,"Cisco Systems, Inc",SNMP,7.0.3,Cisco 3508 Switch,,*,SWITCH
2019-03-07 16:28:30,cisco-2431,cisco-2431,"Cisco Systems, Inc",SNMP,7.0.2,Cisco 2431 Integrated Access Device,,,GATEWAY
2019-03-07 16:28:30,adtran-mx2800-snmp,adtran-mx2800-snmp,Adtran,SNMP,7.0.3,MX 2800,,*,MUX
2019-03-07 16:28:29,sun-sparc,sun-sparc,Oracle,SNMP,7.0.3,Sparc,,*,SERVER
2019-03-07 16:28:29,nortel-cs2000,nortel-cs2000,Nortel Networks,SNMP,7.0.7,CS2000,B,*,IP_PBX
2019-03-07 16:28:29,nortel-cpl,nortel-cpl,NORTEL,TL1,7.0.4,Common Photonic Layer,,*,DWDM
2019-03-07 16:28:29,motorola-mmc,motorola-mmc,Motorola,SNMP,7.0.5,,C,*,SERVER
2019-03-07 16:28:29,coriant-dnx,coriant-dnx,Coriant,SNMP,7.0.3,coriant-dnx,,*,UNKNOWN
2019-03-07 16:28:29,colubris-msc-5000,colubris-msc-5000,Colubris Networks,SNMP,7.0.2,MSC 5000,,*,SERVICE_CONTROLLER
2019-03-07 16:28:29,cisco-ons15454,cisco-ons15454,"Cisco Systems, Inc",TL1,7.0.6,ONS15454,,10.x.x,MSPP
2019-03-07 16:28:29,alcatel-omniswitch-6250,alcatel-omniswitch-6250,Alcatel,SNMP,7.0.2,OmniSwitch-6250,,*,SWITCH
2019-03-07 16:28:29,alcatel-mpr9500,alcatel-mpr9500,alcatel,SNMP,7.0.2,mpr9500,,*,MICROWAVE_RADIO
2019-03-07 16:28:28,rgb-bnp-3xr,rgb-bnp-3xr,RGB Networks,SNMP,7.0.2,RGB Broadcast Network Processor,,3xr,VIDEO_PROCESSOR
2019-03-07 16:28:28,juniper-acx5048,juniper-acx5048,Juniper,SNMP,7.0.3,"Juniper-ACX5048,Juniper-QFX5100,Juniper-QFX5200,Juniper-ACX2200",,*,ROUTER
2019-03-07 16:28:28,genband-sbc,genband-sbc,Genband,SNMP,7.0.2,Genband Session Border Controller (SBC),C,*,SBC
2019-03-07 16:28:28,fujitsu-flashwave-4100-r5,fujitsu-flashwave-4100-r5,Fujitsu,TL1,7.0.8,flashwave-4100,C,.*,MSPP
2019-03-07 16:28:28,extreme-summit-x48,extreme-summit-x48,"Extreme Networks, Inc.",SNMP,7.0.20,Summit x48,C,*,SWITCH
2019-03-07 16:28:28,cisco-7100,cisco-7100,"Cisco Systems, Inc",SNMP,7.0.3,Cisco CMTS Universal Broadband Router 7100 series,,*,CMTS
2019-03-07 16:28:27,open-vswitch,open-vswitch,OpenDayLight,API,7.0.2,,,,
2019-03-07 16:28:27,genband-g9,genband-g9,Genband,SNMP,7.0.5,Genband G9,B,*,GATEWAY
2019-03-07 16:28:27,fastback-ibr1300,fastback-ibr1300,Fastback Networks,SNMP,7.0.2,IBR-1300,,*,SWITCH
2019-03-07 16:28:27,calix-e3-12c,calix-e3-12c,Calix,SNMP,7.0.5,E3-12C,D,*,ESP
2019-03-07 16:28:27,am-9362,am-9362,AM Communications,SNMP,7.0.2,Transponder,,9362,POWER_EQUIPMENT
2019-03-07 16:28:26,nec-nlite155,nec-nlite155,NEC,SNMP,7.0.2,NLite 155,,*,MICROWAVE_RADIO
2019-03-07 16:28:26,motorola-dsr-4400,motorola-dsr-4400,Motorola,SNMP,7.0.15,,C,*,DTV_RECEIVER
2019-03-07 16:28:26,foundry-fastiron-edge-448,foundry-fastiron-edge-448,Foundry Networks,SNMP,7.0.2,Foundry FastIron Edge X Series,,*,SWITCH
2019-03-07 16:28:26,eastern-research-dacs,eastern-research-dacs,"Eastern Research, Inc",SNMP,7.0.2,Eastern Research DACS,,*,DCS
2019-03-07 16:28:26,dps-ng832a,dps-ng832a,DPS Telecom,SNMP,7.0.7,DPS Telecom NetGuardian 832A,C1,v4.2U,UNKNOWN
2019-03-07 16:28:26,dell-rac,dell-rac,"DELL EqualLogic, Inc.",SNMP,7.0.9,IDRAC,,*,UNKNOWN
2019-03-07 16:28:26,cisco-unity,cisco-unity,"Cisco Systems, Inc",SNMP,7.0.2,Unity,,*,COLLABORATION_SERVER
2019-03-07 16:28:26,cisco-asa-5500,cisco-asa-5500,"Cisco Systems, Inc",SNMP,7.0.12,"cisco asa 5500,cisco-asa-5505,cisco-asa-5510,cisco-asa-5520,cisco-asa-5550,cisco-asa-5585x",,*,FIREWALL
2019-03-07 16:28:26,cisco-3845,cisco-3845,"Cisco Systems, Inc",SNMP,7.0.3,Cisco 3845 Integrated Service Router,,,ROUTER
2019-03-07 16:28:26,casa-c100g,casa-c100g,CASA Systems,SNMP,7.0.3,c100g,,*,CMTS
2019-03-07 16:28:26,brocade-icx6000,brocade-icx6000,"Brocade Communications Systems, Inc",SNMP,7.0.3,"ICX 6430, ICX 6450, ICX 6610, ICX 6650",D,07.4.00bT311,SWITCH
2019-03-07 16:28:26,allied-telesis-9810,allied-telesis-9810,Allied-Telesis,SNMP,7.0.2,AT9810,,*,UNKNOWN
2019-03-07 16:28:26,alcatelsam,alcatelsam,Alcatel,API,7.0.2,,,,
2019-03-07 16:28:26,alcatel-oms1350,alcatel-oms1350,Alactel-Lucent,SNMP,7.0.2,Oms1350,,.*,MANAGER
2019-03-07 16:28:26,adva-206,adva-206,ADVA,SNMP,7.0.4,Adva GE-206,,*,DEMARCATION_DEVICE
2019-03-07 16:28:26,adtran-ta-4303,adtran-ta-4303,Adtran,SNMP,7.0.10,adtran-ta-4303,C,*,UNKNOWN
2019-03-07 16:28:25,verivue,verivue,Verivue,SNMP,7.0.9,"MDS108-AC-48-QTX,MDX9020,MSX200",C,*,UNKNOWN
2019-03-07 16:28:25,sun-ilom,sun-ilom,Oracle,SNMP,7.0.2,Sun ILOM,,*,MANAGER
2019-03-07 16:28:25,ruckus-controller-zd3000,ruckus-controller-zd3000,"Ruckus Wireless, Inc.",SNMP,7.0.2,ZD3000,,*,UNKNOWN
2019-03-07 16:28:25,cisco-nexus-3500,cisco-nexus-3500,"Cisco Systems, Inc",SNMP,7.0.10,Cisco Nexus 3500,D,*,SWITCH
2019-03-07 16:28:25,cisco-me-1200,cisco-me-1200,"Cisco Systems, Inc",SNMP,7.0.4,ME 1200,D,*,SWITCH
2019-03-07 16:28:25,cisco-7606,cisco-7606,"Cisco Systems, Inc",SNMP,7.0.3,Cisco 7606 / 7606-S Router,,*,ROUTER
2019-03-07 16:28:25,cisco-1800,cisco-1800,"Cisco Systems, Inc",SNMP,7.0.3,Router,,*,ROUTER
2019-03-07 16:28:25,aurora-onu-e888x-rtn,aurora-onu-e888x-rtn,"Aurora Networks, Inc",SNMP,7.0.2,E888X,,*,ONU
2019-03-07 16:28:25,alpha-cordex-hp,alpha-cordex-hp,Alpha,SNMP,7.0.2,cordex-hp,,*,RECTIFIER
2019-03-07 16:28:25,alcatel-omniswitch-6900,alcatel-omniswitch-6900,Alcatel Lucent,SNMP,7.0.3,OmniSwitch-6900,,*,SWITCH
2019-03-07 16:28:25,alcatel-7700,alcatel-7700,Alcatel,SNMP,7.0.4,OmniSwitch,,7700,SWITCH
2019-03-07 16:28:24,motorola-om2000,motorola-om2000,Motorola,SNMP,7.0.9,motorola-om2000,C,*,UNKNOWN
2019-03-07 16:28:24,lineagepower-pulsaredge-841,lineagepower-pulsaredge-841,Lineage Power,SNMP,7.0.2,Galaxy Pulsar Edge,,*,POWER_EQUIPMENT
2019-03-07 16:28:24,juniper-srx-650,juniper-srx-650,Juniper Networks,SNMP,7.0.2,SRX-650,,*,GATEWAY
2019-03-07 16:28:24,ipitek-msp10g,ipitek-msp10g,IPiTEK,SNMP,7.0.2,IPiTEK MSP-10GE Ethernet Transporter,,*,SWITCH
2019-03-07 16:28:24,dell-poweredge-2850,dell-poweredge-2850,"DELL EqualLogic, Inc.",SNMP,7.0.2,PowerEdge-2850,,*,SERVER
2019-03-07 16:28:24,cisco-prisma,cisco-prisma,"Cisco Systems, Inc",SNMP,7.0.8,Prisma II Video Platform,,*,VIDEO_PLATFORM
2019-03-07 16:28:24,cisco-asa-5550,cisco-asa-5550,"Cisco Systems, Inc",SNMP,7.0.3,Cisco ASA 5550,,*,FIREWALL
2019-03-07 16:28:24,cisco-4507,cisco-4507,"Cisco Systems, Inc",SNMP,7.0.3,Cisco 4507,,*,SWITCH
2019-03-07 16:28:24,cisco-1941,cisco-1941,"Cisco Systems, Inc",SNMP,7.0.3,Cisco 1941,,*,ROUTER
2019-03-07 16:28:24,bti-810,bti-810,BTI,SNMP,7.0.2,BTI-810,,*,UNKNOWN
2019-03-07 16:28:24,alcatel-7342,alcatel-7342,Alcatel,SNMP,7.0.17,Alcatel-7342,B,,OLT
2019-03-07 16:28:21,zte-netnumen-m3,zte-netnumen-m3,ZTE Corporation Ltd,SNMP,7.0.2,NetNumen M3(ZXC10 BSSB),,*,MANAGER
2019-03-07 16:28:21,tellabs-5500,tellabs-5500,Tellabs,TL1,7.0.2,5500,,.*,MSPP
2019-03-07 16:28:21,siae-microelettronica-nms5ux,siae-microelettronica-nms5ux,siae microelettronica,SNMP,7.0.2,siae-microelettronica-nms5ux,,*,MANAGER
2019-03-07 16:28:21,phoenix-controller,phoenix-controller,Lineage Power,SNMP,7.0.2,phoenix-ii-controller,,*,RECTIFIER
2019-03-07 16:28:21,nortel-universal-sp,nortel-universal-sp,Nortel,ASCII,7.0.2,Universal Signaling Point,,*,SWITCH
2019-03-07 16:28:21,marconiasx-1000,marconiasx-1000,Ericsson,SNMP,7.0.2,ASX-1000,,*,SWITCH
2019-03-07 16:28:21,fujitsu-flashwave-5305,fujitsu-flashwave-5305,fujitsu,SNMP,7.0.2,FUJITSU-FLASHWAVE-5305,,*,UNKNOWN
2019-03-07 16:28:21,extreme-summit-x24,extreme-summit-x24,"Extreme Networks, Inc.",SNMP,7.0.2,Summit x24,,*,SWITCH
2019-03-07 16:28:21,dell-ar-s-4048on,dell-ar-s-4048on,"DELL EqualLogic, Inc.",SNMP,7.0.3,ar-s-4048on,,*,SWITCH
2019-03-07 16:28:21,cisco-generic,cisco-generic,"Cisco Systems, Inc",SNMP,7.0.3,Cisco Generic,,*,SWITCH
2019-03-07 16:28:21,adtran-ta-3000,adtran-ta-3000,Adtran,SNMP,7.0.2,adtran-ta-3000,,*,DSLAM
2019-03-07 16:28:21,adtran-mx-2800,adtran-mx-2800,Adtran,TL1,7.0.5,MX 2800,,.*,MSPP
2019-03-07 16:28:20,valere-dc-power-ver1.0,valere-dc-power-ver1.0,Eltek Valere,SNMP,7.0.4,DC POWER,C1,*,POWER_EQUIPMENT
2019-03-07 16:28:20,tellabs-titan-532L,tellabs-titan-532L,Tellabs,ASCII,7.0.2,Titan 532L,,.*,DCS
2019-03-07 16:28:20,tellabs-accessmax,tellabs-accessmax,Tellabs,TL1,7.0.4,AccessMAX,B,.*,MSPP
2019-03-07 16:28:20,telco-8006,telco-8006,Telco Systems,SNMP,7.0.8,T-metro-8006,,4.0.R5,SWITCH
2019-03-07 16:28:20,opterna-am-omni2000,opterna-am-omni2000,Opterna AM,SNMP,7.0.2,Omni2000,,*,MANAGER
2019-03-07 16:28:20,lucent-gtd5,lucent-gtd5,Lucent,ASCII,7.0.2,GTD5,,*,SWITCH
2019-03-07 16:28:20,juniper-ptx9000,juniper-ptx9000,Juniper Networks,SNMP,7.0.3,PTX9000,,*,SWITCH
2019-03-07 16:28:20,infinera-dna-m,infinera-dna-m,Infinera,SNMP,7.0.2,DNA-M,,*,UNKNOWN
2019-03-07 16:28:20,huawei-ma5633,huawei-ma5633,huawei,SNMP,7.0.2,MA5633,,*,CMTS
2019-03-07 16:28:20,hp-laserjet,hp-laserjet,Hewlett Packard,SNMP,7.0.2,HP-Laserjet-1536dnf-MFP,,*,UNKNOWN
2019-03-07 16:28:20,ericsson-exn104,ericsson-exn104,Ericsson,SNMP,7.0.2,EXN104,,*,UNKNOWN
2019-03-07 16:28:20,cisco-meraki,cisco-meraki,"Cisco Systems, Inc",SNMP,7.0.7,cisco-meraki,C,,MANAGER
2019-03-07 16:28:20,arris-d5,arris-d5,ARRIS,SNMP,7.0.18,ARRIS D5 Universal EdgeQam,C,*,UNKNOWN
2019-03-07 16:28:20,alpha-alphanet-dsm,alpha-alphanet-dsm,Alpha,SNMP,7.0.7,UPS,,AlphaNet DSM,UPS
2019-03-07 16:28:19,vecima-concierge-cg12m2,vecima-concierge-cg12m2,Vecima Networks,SNMP,7.0.2,Concierge CG12M2,,CG12M2,UNKNOWN
2019-03-07 16:28:19,solaris-server,solaris-server,Oracle Corporation,SNMP,7.0.12,solaris-server,C,*,SERVER
2019-03-07 16:28:19,rad-0547,rad-0547,RAD data communications,SNMP,7.0.2,Rad-0547,,*,MUX
2019-03-07 16:28:19,motorola-sem,motorola-sem,Motorola,SNMP,7.0.15,"SEM,SEM1000",C,*,UNKNOWN
2019-03-07 16:28:19,microsemi-ssu2000,microsemi-ssu2000,MICROSEMI,SNMP,7.0.2,SSU2000,,.*,UNKNOWN
2019-03-07 16:28:19,metaswitch-sbc,metaswitch-sbc,MetaSwitch,SNMP,7.0.5,SBC,,*,MANAGER
2019-03-07 16:28:19,generic-server,generic-server,*,SNMP,7.0.2,Generic Server,,,SERVER
2019-03-07 16:28:19,fujitsu-fw,fujitsu-fw,Fujitsu,TL1,7.0.2,FlashWave,,.*,ADM
2019-03-07 16:28:19,docs3.0-cisco-ubr-7223,docs3.0-cisco-ubr-7223,"Cisco Systems, Inc",SNMP,7.0.2,Cisco UBR 7223,,*,CMTS
2019-03-07 16:28:19,dell-powerconnect,dell-powerconnect,"DELL EqualLogic, Inc.",SNMP,7.0.2,PowerConnect,,*,SWITCH
2019-03-07 16:28:19,cisco2501-router,cisco2501-router,"Cisco Systems, Inc",SNMP,7.0.3,2501,,*,ROUTER
2019-03-07 16:28:19,cisco-prime-access-registrar,cisco-prime-access-registrar,"Cisco Systems, Inc",SNMP,7.0.2,Cisco Prime Access Registrar,,*,SERVER
2019-03-07 16:28:19,cisco-me-3600,cisco-me-3600,"Cisco Systems, Inc",SNMP,7.0.21,Cisco ME 3600,C,*,SWITCH
2019-03-07 16:28:19,cisco-8500,cisco-8500,"Cisco Systems, Inc",SNMP,7.0.2,cisco 8500 wireless controller,,*,UNKNOWN
2019-03-07 16:28:19,cisco-3512,cisco-3512,"Cisco Systems, Inc",SNMP,7.0.3,Cisco Catalyst 3512 XL Switch,,*,SWITCH
2019-03-07 16:28:19,cisco-2926,cisco-2926,"Cisco Systems, Inc",SNMP,7.0.2,Cisco 2926,,*,SWITCH
2019-03-07 16:28:19,checkpoint-5k-6k-15k-23k,checkpoint-5k-6k-15k-23k,Check Point,SNMP,7.0.6,"5100,5200,5400,5600,5800,5900,6500,6800,15400,15600,23500,23800,23900",C1,R80.10,FIREWALL
2019-03-07 16:28:19,benning,benning,Benning,SNMP,7.0.6,,D,*,UNKNOWN
2019-03-07 16:28:19,barracuda-antispam-server,barracuda-antispam-server,Barracuda Networks,SNMP,7.0.5,Spam and Virus Firewall,,*,FIREWALL
2019-03-07 16:28:18,tripplite-ups,tripplite-ups,Tripp Lite,SNMP,7.0.2,UPS,,*,UPS
2019-03-07 16:28:18,tellabs-titan-532L-7.1,tellabs-titan-532L-7.1,Tellabs,ASCII,7.0.2,Titan 532L,,7.1,DCS
2019-03-07 16:28:18,nokia-siemens,nokia-siemens,Nokia Siemens Networks,SNMP,7.0.2,TNMS-C,,*,MANAGER
2019-03-07 16:28:18,ktech-dvm-3300,ktech-dvm-3300,"KTech Telecommunications, Inc.",SNMP,7.0.2,DVM,,3300,UNKNOWN
2019-03-07 16:28:18,juniper-t640,juniper-t640,Juniper Networks,SNMP,7.0.19,juniper-t640,B,,ROUTER
2019-03-07 16:28:18,juniper-mx-960,juniper-mx-960,"Juniper Networks, Inc",SNMP,7.0.3,MX960 Ethernet Services Router,,*,ROUTER
2019-03-07 16:28:18,foundry-netiron-xmr,foundry-netiron-xmr,Foundry Networks,SNMP,7.0.3,Foundry NetIron XMR Series,,*,ROUTER
2019-03-07 16:28:18,eaton-power-xpert,eaton-power-xpert,Eaton Corporation,SNMP,7.0.17,"Eaton 9155, 9315,9390IT, 9395, BladeUPS",D,*,UPS
2019-03-07 16:28:18,cordex-cx,cordex-cx,Alpha,SNMP,7.0.9,"Cordex-CXPS,CXRF",D,,RECTIFIER
2019-03-07 16:28:18,cisco-9500,cisco-9500,"Cisco Systems, Inc",SNMP,7.0.12,Cisco Catalyst 9500 Series,C1,*,SWITCH
2019-03-07 16:28:18,cisco-5508,cisco-5508,"Cisco Systems, Inc",SNMP,7.0.2,cisco 5508 wireless controller,,*,UNKNOWN
2019-03-07 16:28:18,cisco-2610,cisco-2610,"Cisco Systems, Inc",SNMP,7.0.4,Cisco 2610 Router,,*,ROUTER
2019-03-07 16:28:18,cisco-1711,cisco-1711,"Cisco Systems, Inc",SNMP,7.0.2,Cisco 1711 Security Access Router,,*,ROUTER
2019-03-07 16:28:18,arris-modem,arris-modem,ARRIS,SNMP,7.0.2,Arris Modem,,,CABLE_MODEM
2019-03-07 16:28:17,zhone-znid,zhone-znid,Zhone Technologies,SNMP,7.0.5,Znid,,*,UNKNOWN
2019-03-07 16:28:17,sonus-dsi,sonus-dsi,SONUS,SNMP,7.0.2,Sonus-dsi,,*,UNKNOWN
2019-03-07 16:28:17,siae,siae,siae microelettronica,SNMP,6.0.5,siae,,*,MANAGER
2019-03-07 16:28:17,packeteer-packetshaper,packeteer-packetshaper,Packeteer,SNMP,7.0.6,PacketShaper,,*,PACKETSHAPER
2019-03-07 16:28:17,nortel-sdms-oc48,nortel-sdms-oc48,Nortel,TL1,7.0.2,SDMS-OC48,,.*,MSPP
2019-03-07 16:28:17,mikrotik-1100,mikrotik-1100,Mikrotik,SNMP,7.0.2,Mikrotik-RB1100,,*,ROUTER
2019-03-07 16:28:17,itl-mon-950,itl-mon-950,ITL,SNMP,7.0.2,International Tower Lighting MON-950,,*,UNKNOWN
2019-03-07 16:28:17,ipoque-dpi,ipoque-dpi,Ipoque,SNMP,7.0.3,ipoque-dpi,,*,UNKNOWN
2019-03-07 16:28:17,ibm-db2,ibm-db2,IBM,SNMP,7.0.3,ibm-db2,,*,UNKNOWN
2019-03-07 16:28:17,harmonic-prostream,harmonic-prostream,Harmonic Inc,SNMP,7.0.2,Prostream,,1000,VIDEO_PLATFORM
2019-03-07 16:28:17,genband-c20,genband-c20,Genband,SNMP,7.0.2,Genband C20,,*,UNKNOWN
2019-03-07 16:28:17,extreme-summit-x5,extreme-summit-x5,"Extreme Networks, Inc.",SNMP,7.0.2,Summit x5,,*,SWITCH
2019-03-07 16:28:17,ericsson-esn108,ericsson-esn108,Ericsson,SNMP,7.0.4,ESN108,,*,SWITCH
2019-03-07 16:28:17,docs3.0-motorola-dsr,docs3.0-motorola-dsr,Motorola,SNMP,7.0.2,Motorola DSR series receivers,,*,CMTS
2019-03-07 16:28:17,cisco-xtc-dummy,cisco-xtc-dummy,"Cisco Systems, Inc",SNMP,7.0.2,Cisco-xtc-dummy,,*,ROUTER
2019-03-07 16:28:17,cisco-ws-c2924-xl,cisco-ws-c2924-xl,"Cisco Systems, Inc",SNMP,7.0.2,WS-C2924-XL,,*,SWITCH
2019-03-07 16:28:17,cisco-pixfirewall-515e,cisco-pixfirewall-515e,"Cisco Systems, Inc",SNMP,7.0.2,Cisco PIXfirewall 515 E,,*,FIREWALL
2019-03-07 16:28:17,ciena-cn-4200,ciena-cn-4200,Ciena,TL1,7.0.2,CN 4200,,.*,MSPP
2019-03-07 16:28:17,benu-meg,benu-meg,Benu Networks,SNMP,7.0.9,Benu-MEG,C1,*,GATEWAY
2019-03-07 16:28:16,turin-traverse-edge,turin-traverse-edge,Turin Networks,TL1,7.0.4,TraverseEdge,,.*,ADM
2019-03-07 16:28:16,scte-hmstransponders,scte-hmstransponders,Electroline,SNMP,7.0.8,SCTE HMS Transponder,,*,UNKNOWN
2019-03-07 16:28:16,quadro,quadro,Epygi Technologies,SNMP,7.0.2,IP_PBX,,*,IP_PBX
2019-03-07 16:28:16,nortel-opc,nortel-opc,Nortel,TL1,7.0.2,OPC,,.*,AGENT
2019-03-07 16:28:16,netiron-cer,netiron-cer,Brocade,SNMP,7.0.3,netiron-cer,,*,ROUTER
2019-03-07 16:28:16,juniper-mx-80-48T,juniper-mx-80-48T,"Juniper Networks, Inc",SNMP,7.0.2,MX80-48T Ethernet Services Router,,*,ROUTER
2019-03-07 16:28:16,huawei-cx600,huawei-cx600,Huawei,SNMP,7.0.2,cx600,,*,ROUTER
2019-03-07 16:28:16,ericsson-rx8300,ericsson-rx8300,Ericsson Rx8320-Rx8330,SNMP,7.0.2,Ericsson Rx8320-Rx8330,,*,UNKNOWN
2019-03-07 16:28:16,cisco-ons15454-snmp,cisco-ons15454-snmp,"Cisco Systems, Inc",SNMP,7.0.13,ONS15454-M6,B,*,MSTP
2019-03-07 16:28:16,cisco-csr1000v,cisco-csr1000v,"Cisco Systems, Inc",SNMP,7.0.12,Cisco CSR 1000v,C1,*,ROUTER
2019-03-07 16:28:16,cisco-12014,cisco-12014,"Cisco Systems, Inc",SNMP,7.0.3,Cisco 12014,,*,ROUTER
2019-03-07 16:28:16,arris-vipr,arris-vipr,ARRIS,SNMP,7.0.2,ARRIS-VIPR,,.*,VIDEO_PROCESSOR
2019-03-07 16:28:16,arbornet-peakflow,arbornet-peakflow,Arbor Networks,SNMP,7.0.10,Peakflow,C1,*,UNKNOWN
2019-03-07 16:28:16,alcatel-mdr-8000,alcatel-mdr-8000,Alcatel-Lucent,SNMP,7.0.12,MDR-8000,B,8000,MICROWAVE_RADIO
2019-03-07 16:28:16,adtran-mx408e,adtran-mx408e,Adtran,SNMP,7.0.4,MX408e,C1,*,GATEWAY
