acd-desc-mib.CpuUsage,Accedian CPU Usageacd-desc-mib
acd-desc-mib.CpuUsage,Accedian 15 Sec CPU Avgacd-desc-mib
acd-desc-mib.CpuUsage,Accedian 30 Sec CPU Avgacd-desc-mib
acd-desc-mib.CpuUsage,Accedian 1 Min CPU Avgacd-desc-mib
acd-desc-mib.CpuUsage,Accedian 15 Min CPU Avgacd-desc-mib
acd-desc-mib.CpuUsage,Accedian Temperatureacd-desc-mib
